1 Proc 6 [40]: 2 [5 7]
1 Proc 7 [40]: 2 [6 8]
1 Proc 8 [40]: 2 [7 9]
1 Proc 9 [40]: 2 [8 10]
1 Proc 10 [40]: 2 [9 11]
1 Proc 11 [40]: 2 [10 12]
1 Proc 12 [40]: 2 [11 13]
1 Proc 13 [40]: 2 [12 14]
1 Proc 14 [40]: 2 [13 15]
1 Proc 15 [40]: 2 [14 16]
1 Proc 16 [40]: 2 [15 17]
1 Proc 17 [40]: 2 [16 18]
1 Proc 18 [40]: 2 [17 19]
1 Proc 19 [40]: 2 [18 20]
1 Proc 20 [40]: 2 [19 21]
1 Proc 21 [40]: 2 [20 22]
1 Proc 22 [40]: 2 [21 23]
1 Proc 23 [40]: 2 [22 24]
1 Proc 24 [40]: 2 [23 25]
1 Proc 25 [40]: 2 [24 26]
1 Proc 26 [40]: 2 [25 27]
1 Proc 27 [40]: 2 [26 28]
1 Proc 28 [40]: 2 [27 29]
1 Proc 29 [40]: 2 [28 30]
1 Proc 30 [40]: 2 [29 31]
1 Proc 31 [40]: 2 [30 32]
1 Proc 32 [40]: 2 [31 33]
1 Proc 33 [40]: 2 [32 34]
1 Proc 34 [40]: 2 [33 35]
1 Proc 35 [40]: 2 [34 36]
1 Proc 36 [40]: 2 [35 37]
1 Proc 37 [40]: 2 [36 38]
1 Proc 38 [40]: 2 [37 39]
1 Proc 39 [40]: 2 [38 -1]
-------------------------------------
2 Proc 0 [40]: 0 [39 1]
2 Proc 1 [40]: 0 [0 2]
2 Proc 2 [40]: 0 [1 3]
2 Proc 3 [40]: 0 [2 4]
2 Proc 4 [40]: 0 [3 5]
2 Proc 5 [40]: 0 [4 6]
2 Proc 6 [40]: 0 [5 7]
2 Proc 7 [40]: 0 [6 8]
2 Proc 8 [40]: 0 [7 9]
2 Proc 9 [40]: 0 [8 10]
2 Proc 10 [40]: 0 [9 11]
2 Proc 11 [40]: 0 [10 12]
2 Proc 12 [40]: 0 [11 13]
2 Proc 13 [40]: 0 [12 14]
2 Proc 14 [40]: 0 [13 15]
2 Proc 15 [40]: 0 [14 16]
2 Proc 16 [40]: 0 [15 17]
2 Proc 17 [40]: 0 [16 18]
2 Proc 18 [40]: 0 [17 19]
2 Proc 19 [40]: 0 [18 20]
2 Proc 20 [40]: 0 [19 21]
2 Proc 21 [40]: 0 [20 22]
2 Proc 22 [40]: 0 [21 23]
2 Proc 23 [40]: 0 [22 24]
2 Proc 24 [40]: 0 [23 25]
2 Proc 25 [40]: 0 [24 26]
2 Proc 26 [40]: 0 [25 27]
2 Proc 27 [40]: 0 [26 28]
2 Proc 28 [40]: 0 [27 29]
2 Proc 29 [40]: 0 [28 30]
2 Proc 30 [40]: 0 [29 31]
2 Proc 31 [40]: 0 [30 32]
2 Proc 32 [40]: 0 [31 33]
2 Proc 33 [40]: 0 [32 34]
2 Proc 34 [40]: 0 [33 35]
2 Proc 35 [40]: 0 [34 36]
2 Proc 36 [40]: 0 [35 37]
2 Proc 37 [40]: 0 [36 38]
2 Proc 38 [40]: 0 [37 39]
2 Proc 39 [40]: 0 [38 -1]
2 Proc 0 [40]: 1 [39 1]
2 Proc 1 [40]: 1 [0 2]
2 Proc 2 [40]: 1 [1 3]
2 Proc 3 [40]: 1 [2 4]
2 Proc 4 [40]: 1 [3 5]
2 Proc 5 [40]: 1 [4 6]
2 Proc 6 [40]: 1 [5 7]
2 Proc 7 [40]: 1 [6 8]
2 Proc 8 [40]: 1 [7 9]
2 Proc 9 [40]: 1 [8 10]
2 Proc 10 [40]: 1 [9 11]
2 Proc 11 [40]: 1 [10 12]
2 Proc 12 [40]: 1 [11 13]
2 Proc 13 [40]: 1 [12 14]
2 Proc 14 [40]: 1 [13 15]
2 Proc 15 [40]: 1 [14 16]
2 Proc 16 [40]: 1 [15 17]
2 Proc 17 [40]: 1 [16 18]
2 Proc 18 [40]: 1 [17 19]
2 Proc 19 [40]: 1 [18 20]
2 Proc 20 [40]: 1 [19 21]
2 Proc 21 [40]: 1 [20 22]
2 Proc 22 [40]: 1 [21 23]
2 Proc 23 [40]: 1 [22 24]
2 Proc 24 [40]: 1 [23 25]
2 Proc 25 [40]: 1 [24 26]
2 Proc 26 [40]: 1 [25 27]
2 Proc 27 [40]: 1 [26 28]
2 Proc 28 [40]: 1 [27 29]
2 Proc 29 [40]: 1 [28 30]
2 Proc 30 [40]: 1 [29 31]
2 Proc 31 [40]: 1 [30 32]
2 Proc 32 [40]: 1 [31 33]
2 Proc 33 [40]: 1 [32 34]
2 Proc 34 [40]: 1 [33 35]
2 Proc 35 [40]: 1 [34 36]
2 Proc 36 [40]: 1 [35 37]
2 Proc 37 [40]: 1 [36 38]
2 Proc 38 [40]: 1 [37 39]
2 Proc 39 [40]: 1 [38 -1]
2 Proc 0 [40]: 2 [39 1]
2 Proc 1 [40]: 2 [0 2]
2 Proc 2 [40]: 2 [1 3]
2 Proc 3 [40]: 2 [2 4]
2 Proc 4 [40]: 2 [3 5]
2 Proc 5 [40]: 2 [4 6]
2 Proc 6 [40]: 2 [5 7]
2 Proc 7 [40]: 2 [6 8]
2 Proc 8 [40]: 2 [7 9]
2 Proc 9 [40]: 2 [8 10]
2 Proc 10 [40]: 2 [9 11]
2 Proc 11 [40]: 2 [10 12]
2 Proc 12 [40]: 2 [11 13]
2 Proc 13 [40]: 2 [12 14]
2 Proc 14 [40]: 2 [13 15]
2 Proc 15 [40]: 2 [14 16]
2 Proc 16 [40]: 2 [15 17]
2 Proc 17 [40]: 2 [16 18]
2 Proc 18 [40]: 2 [17 19]
2 Proc 19 [40]: 2 [18 20]
2 Proc 20 [40]: 2 [19 21]
2 Proc 21 [40]: 2 [20 22]
2 Proc 22 [40]: 2 [21 23]
2 Proc 23 [40]: 2 [22 24]
2 Proc 24 [40]: 2 [23 25]
2 Proc 25 [40]: 2 [24 26]
2 Proc 26 [40]: 2 [25 27]
2 Proc 27 [40]: 2 [26 28]
2 Proc 28 [40]: 2 [27 29]
2 Proc 29 [40]: 2 [28 30]
2 Proc 30 [40]: 2 [29 31]
2 Proc 31 [40]: 2 [30 32]
2 Proc 32 [40]: 2 [31 33]
2 Proc 33 [40]: 2 [32 34]
2 Proc 34 [40]: 2 [33 35]
2 Proc 35 [40]: 2 [34 36]
2 Proc 36 [40]: 2 [35 37]
2 Proc 37 [40]: 2 [36 38]
2 Proc 38 [40]: 2 [37 39]
2 Proc 39 [40]: 2 [38 -1]
